Date,Away Team,Home Team,Away Final Score,Home Final Score,Away Team ELO,Away Team avg. points scored,Away Team avg. points allowed,Away Team games played,Away Team games won,Away Team win rate,Away Team home court points scored,Away Team home court points allowed,Away Team home court games played,Away Team home court win rate,Away Team possessions,Away Team defensive rebounds,Away Team offensive rebounds,Home Team ELO,Home Team avg. points scored,Home Team avg. points allowed,Home Team games played,Home Team games won,Home Team win rate,Home Team home court points scored,Home Team home court points allowed,Home Team home court games played,Home Team home court win rate,Home Team possessions,Home Team defensive rebounds,Home Team offensive rebounds
20091218,Houston,Dallas,116,108,114.3833674,100.96,99.6,25,14,0.56,102.5,100.3,10,0.6,76.68,25.56,14.68,146.315888,101.3461538,96.07692308,26,19,0.730769231,101.3333333,97.33333333,12,0.75,77.84615385,29.30769231,12.69230769
20091218,Indiana,Memphis,94,107,74.63173879,98.17391304,101.7826087,23,9,0.391304348,97.83333333,98.58333333,12,0.5,81.91304348,28.73913043,13.47826087,94.81540013,101.44,104.84,25,10,0.4,99.36363636,98.63636364,11,0.545454545,77.6,25.72,17.24
20091218,L.A. Clippers,New York,91,95,95.38329222,95.375,97.58333333,24,11,0.458333333,92.66666667,97.06666667,15,0.466666667,76.75,26.70833333,14.79166667,79.96128851,102.56,105.96,25,8,0.32,104.75,107,12,0.333333333,80.56,26.52,12.96
20091218,Milwaukee,Cleveland,82,85,89.32676321,99.43478261,98.65217391,23,11,0.47826087,104.3076923,99.07692308,13,0.692307692,82.73913043,28.52173913,14.2173913,147.6404938,100,94.42307692,26,19,0.730769231,100.5,92.66666667,12,0.833333333,75.34615385,28.07692308,12.42307692
20091218,New Jersey,Toronto,95,118,4.669532969,89.34615385,100.3461538,26,2,0.076923077,88.7,99.5,10,0.1,78.38461538,25.69230769,13.96153846,77.50618987,103.5,108.6071429,28,11,0.392857143,103.75,103.25,12,0.583333333,78.35714286,26.60714286,14.21428571
20091218,Sacramento,Minnesota,96,112,92.17522201,104.6666667,105.0416667,24,11,0.458333333,109.6153846,104.0769231,13,0.769230769,80.66666667,27.58333333,15.66666667,37.01457251,93.30769231,104.6538462,26,4,0.153846154,91.46153846,102.1538462,13,0.153846154,79.96153846,27.57692308,15.42307692
20091218,Utah,Atlanta,83,96,118.7900203,101.68,98.76,25,15,0.6,105.3333333,98.66666667,15,0.733333333,78.04,27.92,13.44,142.3528594,105.9583333,97.375,24,18,0.75,112.4615385,99.46153846,13,0.846153846,77.04166667,27.08333333,15.58333333
20091218,Washington,Golden State,118,109,61.72121182,98.08695652,101.5217391,23,7,0.304347826,102.0909091,102.1818182,11,0.363636364,78.56521739,27.43478261,14.91304348,49.82204102,106.32,111.32,25,7,0.28,110.5,110.7,10,0.4,85.76,25.6,12.48
20091219,Atlanta,Chicago,98,101,147.3528594,105.56,96.8,25,19,0.76,111.2857143,98.28571429,14,0.857142857,77.28,26.92,15.56,67.54380989,90.54166667,98.45833333,24,9,0.375,90.25,92.83333333,12,0.583333333,77.95833333,28.375,16.25
20091219,Indiana,San Antonio,99,100,69.63173879,98,102,24,9,0.375,97.83333333,98.58333333,12,0.5,81.79166667,28.625,13.625,117.798976,101.9130435,97.17391304,23,13,0.565217391,104.7857143,96.42857143,14,0.714285714,80.26086957,29.65217391,14.60869565
20091219,L.A. Clippers,Philadelphia,112,107,88.84109185,95.2,97.48,25,11,0.44,92.66666667,97.06666667,15,0.466666667,76.68,26.56,14.64,34.01372344,97.2,101.6,25,6,0.24,94,99.23076923,13,0.307692308,74.72,24.52,13.96
20091219,L.A. Lakers,New Jersey,103,84,171.8771297,103.7083333,95.54166667,24,20,0.833333333,104.6470588,93.88235294,17,0.882352941,79.625,28.75,14.20833333,-0.330467031,89.55555556,101,27,2,0.074074074,88.7,99.5,10,0.1,78.66666667,25.51851852,13.96296296
20091219,Oklahoma City,Houston,90,95,106.1102944,97.28,95.88,25,13,0.52,99.07142857,96.07142857,14,0.5,77.76,26.92,14.36,122.5766195,101.5384615,99.92307692,26,15,0.576923077,102.5,100.3,10,0.6,77.11538462,25.69230769,14.88461538
20091219,Portland,Orlando,83,92,111.4550761,96.66666667,92.62962963,27,16,0.592592593,99.07142857,92.14285714,14,0.714285714,76.37037037,28.14814815,14.7037037,140.9965354,102.3846154,96.96153846,26,19,0.730769231,107.0909091,97.09090909,11,0.818181818,76.73076923,29.69230769,13.96153846
20091219,Sacramento,Milwaukee,96,95,81.65915706,104.32,105.32,25,11,0.44,109.6153846,104.0769231,13,0.769230769,81.12,27.56,15.68,84.32676321,98.70833333,98.08333333,24,11,0.458333333,104.3076923,99.07692308,13,0.692307692,82.41666667,28.41666667,14.375
20091219,Utah,Charlotte,110,102,113.7900203,100.9615385,98.65384615,26,15,0.576923077,105.3333333,98.66666667,15,0.733333333,78.23076923,28.15384615,13.57692308,85.07292326,90.79166667,91.75,24,10,0.416666667,95.83333333,89.58333333,12,0.75,76.375,27.625,16
20091219,Washington,Phoenix,95,121,66.72121182,98.91666667,101.8333333,24,8,0.333333333,102.0909091,102.1818182,11,0.363636364,78.66666667,27.41666667,15.08333333,121.7402043,108.4615385,105.5384615,26,17,0.653846154,116.4444444,103.6666667,9,1,78.5,27.11538462,13.92307692
20091220,Charlotte,New York,94,98,80.07292326,91.24,92.48,25,10,0.4,96.30769231,91.15384615,13,0.692307692,76.4,27.48,15.96,86.50348888,102.2692308,105.3846154,26,9,0.346153846,104,105.7692308,13,0.384615385,80.34615385,26.57692308,12.80769231
20091220,Cleveland,Dallas,95,102,152.6404938,99.44444444,93.96296296,27,20,0.740740741,99.30769231,91.84615385,13,0.846153846,75.33333333,28.37037037,12.2962963,138.1226359,101.5925926,96.81481481,27,19,0.703703704,101.8461538,98.76923077,13,0.692307692,78.22222222,29.33333333,13.11111111
20091220,Denver,Memphis,96,102,127.5556546,107.7037037,101.1111111,27,19,0.703703704,114.6153846,102,13,0.923076923,80.33333333,27.2962963,14.03703704,99.81540013,101.6538462,104.4230769,26,11,0.423076923,100,98.25,12,0.583333333,77.65384615,25.96153846,17.19230769
20091220,L.A. Lakers,Detroit,93,81,176.8771297,103.68,95.08,25,21,0.84,104.6470588,93.88235294,17,0.882352941,79.48,28.88,14.12,93.34018976,93.73076923,95.69230769,26,11,0.423076923,94.16666667,91.33333333,12,0.666666667,73.92307692,25.73076923,16.73076923
20091220,Minnesota,Boston,104,122,47.53063746,94,104.3333333,27,5,0.185185185,92.92857143,101.7142857,14,0.214285714,80.40740741,27.92592593,15.25925926,174.3146795,100.7916667,91.16666667,24,20,0.833333333,101.3636364,91.72727273,11,0.727272727,76.08333333,27.625,12.5
20091220,New Orleans,Toronto,92,98,111.527534,98.36,101.32,25,12,0.48,98.46153846,96.84615385,13,0.769230769,76.72,25.64,13.24,82.50618987,104,108.137931,29,12,0.413793103,104.8461538,102.6153846,13,0.615384615,78.62068966,26.51724138,14.34482759
20091220,Portland,Miami,102,95,106.4550761,96.17857143,92.60714286,28,16,0.571428571,99.07142857,92.14285714,14,0.714285714,76.32142857,27.92857143,14.57142857,110.1433876,98.04166667,97.91666667,24,13,0.541666667,95.8,95.4,15,0.533333333,76.04166667,28.08333333,13.5
20091221,Cleveland,Phoenix,109,91,146.188708,99.28571429,94.25,28,20,0.714285714,99.30769231,91.84615385,13,0.846153846,75.39285714,28.42857143,12.39285714,126.7402043,108.9259259,105.1481481,27,18,0.666666667,116.9,102.8,10,1,78.51851852,27.2962963,14.03703704
20091221,L.A. Clippers,San Antonio,87,103,93.84109185,95.84615385,97.84615385,26,12,0.461538462,92.66666667,97.06666667,15,0.466666667,76.76923077,26.65384615,14.5,122.798976,101.8333333,97.25,24,14,0.583333333,104.4666667,96.6,15,0.733333333,80.45833333,29.79166667,15
20091221,Milwaukee,Indiana,84,81,79.06000259,98.56,98,25,11,0.44,103.6428571,98.85714286,14,0.642857143,82.12,28.36,14.44,64.63173879,98.04,101.92,25,9,0.36,97.83333333,98.58333333,12,0.5,81.92,28.92,13.4
20091221,Sacramento,Chicago,102,98,86.92591768,104,104.9230769,26,12,0.461538462,109.6153846,104.0769231,13,0.769230769,80.88461538,27.65384615,15.61538462,80.52471484,90.96,98.44,25,10,0.4,91.07692308,93.23076923,13,0.615384615,78.08,28.6,16.16
20091221,Utah,Orlando,99,104,118.7900203,101.2962963,98.77777778,27,16,0.592592593,105.3333333,98.66666667,15,0.733333333,78.18518519,28,13.44444444,145.9965354,102,96.44444444,27,20,0.740740741,105.8333333,95.91666667,12,0.833333333,76.66666667,29.92592593,14.07407407
20091222,Atlanta,Minnesota,112,87,134.3719545,105.2692308,96.96153846,26,19,0.730769231,111.2857143,98.28571429,14,0.857142857,77.42307692,27.03846154,15.46153846,42.53063746,94.35714286,104.9642857,28,5,0.178571429,92.92857143,101.7142857,14,0.214285714,80.5,27.71428571,15.17857143
20091222,Chicago,New York,81,88,75.52471484,91.23076923,98.57692308,26,10,0.384615385,91.57142857,93.85714286,14,0.571428571,78.11538462,28.65384615,16.15384615,91.50348888,102.1111111,104.962963,27,10,0.37037037,103.5714286,104.9285714,14,0.428571429,80.25925926,26.51851852,12.85185185
20091222,Detroit,Charlotte,76,88,88.34018976,93.25925926,95.59259259,27,11,0.407407407,93.15384615,91.46153846,13,0.615384615,74.11111111,25.88888889,16.62962963,75.07292326,91.34615385,92.69230769,26,10,0.384615385,96.30769231,91.15384615,13,0.692307692,76.46153846,27.42307692,16
20091222,Golden State,Memphis,108,121,44.82204102,106.4230769,111.5769231,26,7,0.269230769,110.3636364,111.3636364,11,0.363636364,85.57692308,25.57692308,12.42307692,107.5894256,101.6666667,104.1111111,27,12,0.444444444,100.1538462,98.07692308,13,0.615384615,77.66666667,25.92592593,17.40740741
20091222,Indiana,Boston,94,103,59.63173879,97.38461538,101.2307692,26,9,0.346153846,96.53846154,97.46153846,13,0.461538462,82.03846154,29.30769231,13.69230769,179.3146795,101.64,91.68,25,21,0.84,103.0833333,92.75,12,0.75,76.36,27.68,12.68
20091222,L.A. Clippers,Houston,99,108,88.84109185,95.51851852,98.03703704,27,12,0.444444444,92.66666667,97.06666667,15,0.466666667,76.62962963,26.62962963,14.62962963,127.5766195,101.2962963,99.55555556,27,16,0.592592593,101.8181818,99.36363636,11,0.636363636,76.96296296,25.55555556,15.22222222
20091222,Oklahoma City,L.A. Lakers,108,111,101.1102944,97,95.84615385,26,13,0.5,99.07142857,96.07142857,14,0.5,77.57692308,26.96153846,14.26923077,181.8771297,103.2692308,94.53846154,26,22,0.846153846,104.6470588,93.88235294,17,0.882352941,79.46153846,28.96153846,14.26923077
20091222,Philadelphia,Washington,98,105,29.01372344,97.57692308,102,26,6,0.230769231,94.92857143,100.1428571,14,0.285714286,74.88461538,24.5,14.15384615,61.72121182,98.76,102.6,25,8,0.32,102.0909091,102.1818182,11,0.363636364,78.68,27.24,15.16
20091222,Portland,Dallas,85,81,111.8239073,96.37931034,92.68965517,29,17,0.586206897,99.07142857,92.14285714,14,0.714285714,75.96551724,27.82758621,14.37931034,144.5744217,101.6071429,96.75,28,20,0.714285714,101.8571429,98.5,14,0.714285714,78.17857143,29.32142857,12.85714286
20091223,Atlanta,Denver,104,124,139.3719545,105.5185185,96.59259259,27,20,0.740740741,111.2857143,98.28571429,14,0.857142857,77.59259259,27.03703704,15.51851852,119.7816292,107.2857143,101.1428571,28,19,0.678571429,114.6153846,102,13,0.923076923,80.25,27.17857143,14.07142857
20091223,Cleveland,Sacramento,117,104,151.188708,99.62068966,94.13793103,29,21,0.724137931,99.30769231,91.84615385,13,0.846153846,75.4137931,28.34482759,12.20689655,91.92591768,103.9259259,104.6666667,27,13,0.481481481,109.6153846,104.0769231,13,0.769230769,80.81481481,27.59259259,15.55555556
20091223,Golden State,New Orleans,102,108,39.82204102,106.4814815,111.9259259,27,7,0.259259259,110.3636364,111.3636364,11,0.363636364,85.51851852,25.55555556,12.40740741,103.6253996,98.11538462,101.1923077,26,12,0.461538462,98.46153846,96.84615385,13,0.769230769,76.96153846,25.69230769,13.30769231
20091223,Houston,Orlando,87,102,132.5766195,101.5357143,99.53571429,28,17,0.607142857,102.3333333,99.33333333,12,0.666666667,77.21428571,25.60714286,15.39285714,150.9965354,102.0714286,96.53571429,28,21,0.75,105.6923077,96.15384615,13,0.846153846,76.71428571,29.82142857,13.89285714
20091223,Minnesota,New Jersey,103,99,37.53063746,94.10344828,105.2068966,29,5,0.172413793,92.53333333,102.4,15,0.2,80.55172414,27.68965517,15.34482759,-5.330467031,89.35714286,101.0714286,28,2,0.071428571,88.27272727,99.81818182,11,0.090909091,78.57142857,25.46428571,13.89285714
20091223,Oklahoma City,Phoenix,117,113,96.11029441,97.40740741,96.40740741,27,13,0.481481481,99.07142857,96.07142857,14,0.5,77.85185185,27.03703704,14.37037037,121.7402043,108.2857143,105.2857143,28,18,0.642857143,114.5454545,103.3636364,11,0.909090909,78.42857143,27.25,13.92857143
20091223,Portland,San Antonio,98,94,120.0989587,96,92.3,30,18,0.6,99.07142857,92.14285714,14,0.714285714,76,28,14.26666667,127.798976,101.88,96.84,25,15,0.6,104.375,96,16,0.75,80.16,29.64,14.88
20091223,Toronto,Detroit,94,64,90.40832428,103.8,107.6,30,13,0.433333333,104.3571429,101.8571429,14,0.642857143,78.76666667,26.83333333,14.36666667,82.01346311,92.64285714,95.32142857,28,11,0.392857143,93.15384615,91.46153846,13,0.615384615,74.03571429,25.89285714,16.64285714
20091223,Utah,Miami,70,80,113.7900203,101.2142857,98.96428571,28,16,0.571428571,105.3333333,98.66666667,15,0.733333333,78.17857143,27.85714286,13.64285714,104.7745565,97.92,98.08,25,13,0.52,95.75,95.8125,16,0.5,75.64,27.76,13.28
20091223,Washington,Milwaukee,109,97,66.72121182,99,102.4230769,26,9,0.346153846,102.3333333,101.8333333,12,0.416666667,78.76923077,27.19230769,15.07692308,84.06000259,98,97.34615385,26,12,0.461538462,103.6428571,98.85714286,14,0.642857143,82.23076923,28.53846154,14.42307692
20091225,Boston,Orlando,86,77,184.3146795,101.6923077,91.76923077,26,22,0.846153846,103.0769231,92.84615385,13,0.769230769,76.30769231,27.57692308,12.88461538,155.9965354,102.0689655,96.20689655,29,22,0.75862069,105.4285714,95.5,14,0.857142857,76.82758621,29.96551724,13.86206897
20091225,Cleveland,L.A. Lakers,102,87,156.188708,100.2,94.46666667,30,22,0.733333333,99.30769231,91.84615385,13,0.846153846,75.56666667,28.53333333,12.4,186.8771297,103.5555556,95.03703704,27,23,0.851851852,105,94.66666667,18,0.888888889,79.66666667,29.07407407,14.22222222
20091225,Denver,Portland,96,107,126.7406617,107.862069,101.2413793,29,20,0.689655172,115.2857143,102.1428571,14,0.928571429,80.17241379,27.17241379,14,125.8689604,96.06451613,92.35483871,31,19,0.612903226,99.07142857,92.14285714,14,0.714285714,75.93548387,27.87096774,14.12903226
20091225,L.A. Clippers,Phoenix,93,124,83.84109185,95.64285714,98.39285714,28,12,0.428571429,92.66666667,97.06666667,15,0.466666667,76.89285714,26.71428571,14.53571429,114.1772133,108.4482759,105.6896552,29,18,0.620689655,114.4166667,104.5,12,0.833333333,78.44827586,27.24137931,13.82758621
20091225,Miami,New York,93,87,110.6761028,97.23076923,97,26,14,0.538461538,94.82352941,94.29411765,17,0.529411765,75.65384615,27.84615385,13.57692308,96.50348888,101.6071429,104.1071429,28,11,0.392857143,102.5333333,103.3333333,15,0.466666667,80.14285714,26.67857143,12.78571429
20091226,Atlanta,Indiana,110,98,132.4129219,105.4642857,97.57142857,28,20,0.714285714,111.2857143,98.28571429,14,0.857142857,77.60714286,27.14285714,15.28571429,54.63173879,97.25925926,101.2962963,27,9,0.333333333,96.53846154,97.46153846,13,0.461538462,81.77777778,29.14814815,13.62962963
20091226,Charlotte,Oklahoma City,91,98,81.39964991,91.22222222,92.07407407,27,11,0.407407407,95.71428571,90.07142857,14,0.714285714,76.2962963,27.51851852,15.74074074,103.6732854,98.10714286,97,28,14,0.5,99.07142857,96.07142857,14,0.5,77.89285714,27.10714286,14.5
20091226,Houston,New Jersey,98,93,127.5766195,101.0344828,99.62068966,29,17,0.586206897,102.3333333,99.33333333,12,0.666666667,77.31034483,25.68965517,15.17241379,-10.33046703,89.68965517,101.137931,29,2,0.068965517,89.16666667,100.0833333,12,0.083333333,78.72413793,25.48275862,13.72413793
20091226,L.A. Lakers,Sacramento,112,103,178.8082876,102.9642857,95.28571429,28,23,0.821428571,104.0526316,95.05263158,19,0.842105263,79.67857143,28.96428571,14.39285714,86.92591768,103.9285714,105.1071429,28,13,0.464285714,109.2142857,105,14,0.714285714,80.78571429,27.42857143,15.60714286
20091226,Memphis,Dallas,101,106,112.5894256,102.3571429,104.25,28,13,0.464285714,101.6428571,98.78571429,14,0.642857143,77.89285714,26.10714286,17.35714286,136.2993703,100.8965517,96.34482759,29,20,0.689655172,100.4666667,97.6,15,0.666666667,78.13793103,29.31034483,12.82758621
20091226,New Orleans,Chicago,85,96,108.6253996,98.48148148,101.2222222,27,13,0.481481481,99.14285714,97.21428571,14,0.785714286,76.92592593,25.85185185,13.48148148,70.52471484,90.85185185,98.18518519,27,10,0.37037037,91.57142857,93.85714286,14,0.571428571,78.07407407,28.85185185,15.85185185
20091226,Philadelphia,Utah,76,97,24.01372344,97.59259259,102.1111111,27,6,0.222222222,94.92857143,100.1428571,14,0.285714286,75.11111111,24.66666667,14,107.8884739,100.137931,98.31034483,29,16,0.551724138,105.3333333,98.66666667,15,0.733333333,78.10344828,27.93103448,13.75862069
20091226,Phoenix,Golden State,127,132,119.1772133,108.9666667,105.2666667,30,19,0.633333333,115.1538462,103.6153846,13,0.846153846,78.4,27.23333333,13.83333333,34.82204102,106.3214286,111.7857143,28,7,0.25,110.3636364,111.3636364,11,0.363636364,85.17857143,25.46428571,12.32142857
20091226,San Antonio,Milwaukee,112,97,122.0289743,101.5769231,96.88461538,26,15,0.576923077,103.7647059,96.11764706,17,0.705882353,79.92307692,29.57692308,14.57692308,77.32612351,97.96296296,97.77777778,27,12,0.444444444,103.2,99.53333333,15,0.6,82.18518519,28.2962963,14.66666667
20091226,Washington,Minnesota,89,101,73.4550909,99.37037037,102.2222222,27,10,0.37037037,102.3333333,101.8333333,12,0.416666667,78.85185185,27.48148148,14.81481481,42.53063746,94.4,105,30,6,0.2,92.53333333,102.4,15,0.2,80.63333333,27.73333333,15.46666667
20091227,Boston,L.A. Clippers,90,92,189.3146795,101.1111111,91.22222222,27,23,0.851851852,103.0769231,92.84615385,13,0.769230769,76.7037037,28,12.92592593,78.84109185,95.55172414,99.27586207,29,12,0.413793103,92.66666667,97.06666667,15,0.466666667,76.89655172,26.37931034,14.51724138
20091227,Dallas,Denver,104,96,141.2993703,101.0666667,96.5,30,21,0.7,100.8125,97.8125,16,0.6875,77.9,29.1,12.83333333,121.6534916,107.4666667,101.4333333,30,20,0.666666667,115.2857143,102.1428571,14,0.928571429,79.7,26.96666667,13.93333333
20091227,Detroit,Toronto,95,102,77.01346311,91.65517241,95.27586207,29,11,0.379310345,91.07142857,91.64285714,14,0.571428571,74,25.72413793,17.06896552,95.40832428,103.483871,106.1935484,31,14,0.451612903,104.3571429,101.8571429,14,0.642857143,78.58064516,27,14.19354839
20091227,Houston,Cleveland,83,108,132.5766195,100.9333333,99.4,30,18,0.6,102.3333333,99.33333333,12,0.666666667,77.16666667,25.83333333,15.4,164.2575502,100.2580645,94.22580645,31,23,0.741935484,99.30769231,91.84615385,13,0.846153846,75.70967742,28.64516129,12.32258065
20091227,Indiana,Miami,80,114,49.63173879,97.28571429,101.6071429,28,9,0.321428571,96.64285714,98.35714286,14,0.428571429,81.67857143,29.21428571,13.71428571,115.6761028,97.07407407,96.62962963,27,15,0.555555556,94.82352941,94.29411765,17,0.529411765,75.62962963,27.81481481,13.44444444
20091227,San Antonio,New York,95,88,127.0289743,101.962963,96.88888889,27,16,0.592592593,103.7647059,96.11764706,17,0.705882353,79.85185185,29.44444444,14.40740741,91.50348888,101.1034483,103.7241379,29,11,0.379310345,101.5625,102.6875,16,0.4375,79.96551724,26.65517241,12.86206897
20091228,Boston,Golden State,99,103,173.2673207,100.7142857,91.25,28,23,0.821428571,103.0769231,92.84615385,13,0.769230769,76.5,27.82142857,13.07142857,48.25755825,107.2068966,112.3103448,29,8,0.275862069,112.1666667,112.6666667,12,0.416666667,85.31034483,25.51724138,12.31034483
20091228,Denver,Sacramento,101,106,116.6534916,107.0967742,101.516129,31,20,0.64516129,114,102.2666667,15,0.866666667,79.80645161,26.93548387,13.96774194,81.92591768,103.8965517,105.3448276,29,13,0.448275862,108.8,105.4666667,15,0.666666667,81.13793103,27.5862069,15.86206897
20091228,L.A. Lakers,Phoenix,103,118,183.8082876,103.2758621,95.55172414,29,24,0.827586207,104.0526316,95.05263158,19,0.842105263,80.06896552,29.24137931,14.72413793,105.7416961,109.5483871,106.1290323,31,19,0.612903226,115.1538462,103.6153846,13,0.846153846,78.74193548,27.06451613,13.77419355
20091228,Milwaukee,Charlotte,84,94,72.32612351,97.92857143,98.28571429,28,12,0.428571429,102.8125,100.3125,16,0.5625,82.03571429,27.78571429,14.64285714,76.39964991,91.21428571,92.28571429,28,11,0.392857143,95.71428571,90.07142857,14,0.714285714,76.25,27.42857143,15.57142857
20091228,Oklahoma City,New Jersey,105,89,108.6732854,98.10344828,96.79310345,29,15,0.517241379,99,95.73333333,15,0.533333333,77.79310345,27.17241379,14.62068966,-15.33046703,89.8,101.0333333,30,2,0.066666667,89.46153846,99.92307692,13,0.076923077,78.53333333,25.6,13.46666667
20091228,Philadelphia,Portland,104,93,19.01372344,96.82142857,101.9285714,28,6,0.214285714,94.92857143,100.1428571,14,0.285714286,75.25,24.53571429,14,130.9561306,96.40625,92.46875,32,20,0.625,99.6,92.4,15,0.733333333,75.625,27.90625,13.96875
20091228,Washington,Memphis,111,116,65.36264555,99,102.1785714,28,10,0.357142857,102.3333333,101.8333333,12,0.416666667,79.07142857,27.60714286,14.67857143,107.5894256,102.3103448,104.3103448,29,13,0.448275862,101.6428571,98.78571429,14,0.642857143,77.65517241,25.93103448,17.48275862
20091229,Cleveland,Atlanta,95,84,169.2575502,100.5,93.875,32,24,0.75,99.92857143,91.21428571,14,0.857142857,75.875,28.84375,12.40625,137.4129219,105.6206897,97.5862069,29,21,0.724137931,111.2857143,98.28571429,14,0.857142857,77.65517241,27.10344828,15.03448276
20091229,Golden State,L.A. Lakers,118,124,65.7585345,107.0666667,111.8666667,30,9,0.3,111.4615385,111.6153846,13,0.461538462,85.23333333,25.56666667,12.33333333,171.0016284,103.2666667,96.3,30,24,0.8,104.0526316,95.05263158,19,0.842105263,80.2,29.23333333,14.66666667
20091229,Indiana,Chicago,95,104,44.63173879,96.68965517,102.0344828,29,9,0.310344828,96.64285714,98.35714286,14,0.428571429,81.65517241,29.4137931,13.93103448,79.33478331,91.03571429,97.71428571,28,11,0.392857143,91.86666667,93.26666667,15,0.6,78.03571429,29,15.78571429
20091229,Minnesota,San Antonio,99,117,50.62308281,94.61290323,104.483871,31,7,0.225806452,93.0625,101.5625,16,0.25,80.77419355,27.87096774,15.80645161,132.0289743,101.7142857,96.57142857,28,17,0.607142857,103.7647059,96.11764706,17,0.705882353,79.82142857,29.5,14.32142857
20091229,New Orleans,Houston,100,108,99.81533109,98,101.0357143,28,13,0.464285714,99.14285714,97.21428571,14,0.785714286,76.92857143,25.82142857,13.07142857,127.5766195,100.3548387,99.67741935,31,18,0.580645161,102.3333333,99.33333333,12,0.666666667,77.29032258,25.90322581,15.35483871
20091229,New York,Detroit,104,87,86.50348888,100.6666667,103.4333333,30,11,0.366666667,100.7647059,102.2352941,17,0.411764706,79.93333333,26.56666667,12.83333333,72.01346311,91.76666667,95.5,30,11,0.366666667,91.07142857,91.64285714,14,0.571428571,74.03333333,25.63333333,17.26666667
20091229,Oklahoma City,Washington,110,98,113.6732854,98.33333333,96.53333333,30,16,0.533333333,99,95.73333333,15,0.533333333,77.76666667,27.26666667,14.73333333,60.36264555,99.4137931,102.6551724,29,10,0.344827586,102.3333333,101.8333333,12,0.416666667,79.24137931,27.5862069,14.72413793
20091230,Atlanta,Cleveland,101,106,132.4129219,104.9,97.5,30,21,0.7,109.4666667,98.06666667,15,0.8,77.6,27,14.86666667,174.2575502,100.3333333,93.57575758,33,25,0.757575758,99.92857143,91.21428571,14,0.857142857,75.87878788,28.84848485,12.51515152
20091230,Boston,Phoenix,98,116,155.7663445,100.6551724,91.65517241,29,23,0.793103448,103.0769231,92.84615385,13,0.769230769,76.72413793,27.79310345,13.03448276,118.5483553,109.8125,106.03125,32,20,0.625,115.3571429,103.5714286,14,0.857142857,78.90625,27.1875,13.78125
20091230,Charlotte,Toronto,103,107,81.39964991,91.31034483,92,29,12,0.413793103,95.6,89.66666667,15,0.733333333,76.34482759,27.62068966,15.5862069,100.4083243,103.4375,105.84375,32,15,0.46875,104.2,101.4,15,0.666666667,78.46875,26.96875,14.15625
20091230,L.A. Clippers,Portland,99,103,94.88845061,95.43333333,98.96666667,30,13,0.433333333,92.625,96.625,16,0.5,76.7,26.26666667,14.33333333,114.7618898,96.3030303,92.81818182,33,20,0.606060606,99.1875,93.125,16,0.6875,75.48484848,27.63636364,14.15151515
20091230,Memphis,Indiana,121,110,112.5894256,102.7666667,104.5333333,30,14,0.466666667,102.6,99.6,15,0.666666667,77.86666667,26.06666667,17.43333333,39.63173879,96.63333333,102.1,30,9,0.3,96.64285714,98.35714286,14,0.428571429,81.6,29.23333333,13.93333333
20091230,Miami,New Orleans,91,95,120.6761028,97.67857143,96.03571429,28,16,0.571428571,95.88888889,93.5,18,0.555555556,75.82142857,28.14285714,13.57142857,94.81533109,98.06896552,101.2758621,29,13,0.448275862,99.14285714,97.21428571,14,0.785714286,76.65517241,25.89655172,13
20091230,Milwaukee,Orlando,92,117,67.32612351,97.44827586,98.13793103,29,12,0.413793103,102.8125,100.3125,16,0.5625,81.93103448,27.82758621,14.44827586,150.9965354,101.2333333,95.86666667,30,22,0.733333333,103.5333333,94.86666667,15,0.8,77.16666667,30.13333333,13.8
20091230,New York,New Jersey,95,104,91.50348888,100.7741935,102.9032258,31,12,0.387096774,100.7647059,102.2352941,17,0.411764706,79.74193548,26.61290323,12.93548387,-20.33046703,89.77419355,101.1612903,31,2,0.064516129,89.42857143,100.2857143,14,0.071428571,78.48387097,25.58064516,13.41935484
20091230,Philadelphia,Sacramento,116,106,35.20796415,97.06896552,101.6206897,29,7,0.24137931,94.92857143,100.1428571,14,0.285714286,75.10344828,24.68965517,13.93103448,90.39867507,103.9666667,105.2,30,14,0.466666667,108.625,105.1875,16,0.6875,80.93333333,27.73333333,15.93333333
20091230,Utah,Minnesota,107,103,112.8884739,100.0333333,97.56666667,30,17,0.566666667,104.8125,97.25,16,0.75,78.13333333,28.26666667,13.76666667,45.62308281,94.75,104.875,32,7,0.21875,93.0625,101.5625,16,0.25,80.875,27.96875,15.75
20091231,Chicago,Detroit,98,87,84.33478331,91.48275862,97.62068966,29,12,0.413793103,92.625,93.375,16,0.625,78.10344828,29.10344828,15.55172414,67.01346311,91.61290323,95.77419355,31,11,0.35483871,90.8,92.46666667,15,0.533333333,74.03225806,25.48387097,17.09677419
20091231,Dallas,Houston,94,97,146.2993703,101.1612903,96.48387097,31,22,0.709677419,100.8125,97.8125,16,0.6875,78.06451613,29.38709677,12.80645161,132.5766195,100.59375,99.6875,32,19,0.59375,102.7692308,99.38461538,13,0.692307692,77.03125,25.84375,15.1875
20091231,Miami,San Antonio,78,108,113.0900257,97.44827586,96,29,16,0.551724138,95.88888889,93.5,18,0.555555556,75.75862069,28.06896552,13.62068966,137.0289743,102.2413793,96.65517241,29,18,0.620689655,104.5,96.27777778,18,0.722222222,79.96551724,29.5862069,14.37931034
