Date,Away Team,Home Team,Away Final Score,Home Final Score,Away Team ELO,Away Team avg. points scored,Away Team avg. points allowed,Away Team games played,Away Team games won,Away Team win rate,Away Team home court points scored,Away Team home court points allowed,Away Team home court games played,Away Team home court win rate,Away Team possessions,Away Team defensive rebounds,Away Team offensive rebounds,Home Team ELO,Home Team avg. points scored,Home Team avg. points allowed,Home Team games played,Home Team games won,Home Team win rate,Home Team home court points scored,Home Team home court points allowed,Home Team home court games played,Home Team home court win rate,Home Team possessions,Home Team defensive rebounds,Home Team offensive rebounds
20101107,Phoenix,Atlanta,118,114,95.6,108.2,108.8,5,2,0.4,113,114.6666667,3,0.333333333,84.4,26.6,17.6,130,104.8333333,96,6,6,1,96.5,90,2,1,78.66666667,28.66666667,14.16666667
20101107,Portland,L.A. Lakers,96,121,111.72,99.28571429,93.14285714,7,5,0.714285714,103,94.33333333,3,0.666666667,77.71428571,26.85714286,16.14285714,130,112.8333333,101.1666667,6,6,1,112.75,100.25,4,1,79.33333333,28.83333333,14.83333333
20101108,Atlanta,Orlando,89,93,121.56,106.1428571,99.14285714,7,6,0.857142857,102.3333333,99.33333333,3,0.666666667,79,28.14285714,14.14285714,114.55,101.2,88.6,5,4,0.8,115,86.33333333,3,1,78,30,17.4
20101108,Boston,Dallas,87,89,125.05,99.42857143,93.14285714,7,6,0.857142857,102,97,4,1,79.71428571,28,10.71428571,103.68,96.8,92.8,5,3,0.6,94.33333333,93.33333333,3,0.333333333,78.4,30.2,13.4
20101108,Denver,Chicago,92,94,110.32,104.5,96.83333333,6,4,0.666666667,107.3333333,98,3,0.666666667,80.5,26.83333333,13.16666667,95.295,104.6,105,5,2,0.4,107.6666667,103,3,0.666666667,82.6,28.2,16.2
20101108,Golden State,Toronto,109,102,106.669595,103.5,102.5,6,4,0.666666667,110.25,101.5,4,1,77.5,26,16.66666667,81.05,99.5,103.3333333,6,1,0.166666667,97,89.5,2,0.5,79.16666667,27.83333333,18.16666667
20101108,Phoenix,Memphis,99,109,104.04,109.8333333,109.6666667,6,3,0.5,113,114.6666667,3,0.333333333,83.83333333,26,16.5,96.86,105.1428571,107.2857143,7,3,0.428571429,106.5,104,2,0.5,87.57142857,26.85714286,14.71428571
20101108,San Antonio,Charlotte,95,91,115,109,105.4,5,4,0.8,112,109.6666667,3,0.666666667,84.2,28.2,15,80.26355,89.66666667,95.66666667,6,1,0.166666667,94.5,97.5,2,0,73.33333333,25.83333333,10.5
20101109,Cleveland,New Jersey,93,91,99.45,99.66666667,102.1666667,6,3,0.5,95.66666667,98,3,0.333333333,79.83333333,26,14.16666667,87.6355,91.16666667,98.33333333,6,2,0.333333333,92,96,4,0.5,78.33333333,28.66666667,14.83333333
20101109,Denver,Indiana,113,144,103.8175,102.7142857,96.42857143,7,4,0.571428571,107.3333333,98,3,0.666666667,80.57142857,27.28571429,12.57142857,91.205,95.4,100.8,5,2,0.4,94.5,90,2,0.5,82.6,29.2,14.2
20101109,Detroit,Portland,78,100,90.026355,94.71428571,99.57142857,7,2,0.285714286,97.25,100.25,4,0.5,73.85714286,23,17,106.72,98.875,96.625,8,5,0.625,103,94.33333333,3,0.666666667,77.75,25.75,15.5
20101109,L.A. Clippers,New Orleans,82,101,77.3,95.42857143,102.1428571,7,1,0.142857143,91.5,96.5,4,0.25,79.71428571,29,17.14285714,130,97.5,91.5,6,6,1,97.33333333,93,3,1,77.66666667,31,10.66666667
20101109,Minnesota,L.A. Lakers,94,99,74.5,97.28571429,114.4285714,7,1,0.142857143,105,105,3,0.333333333,87.28571429,30.57142857,21.57142857,135,114,100.4285714,7,7,1,114.4,99.4,5,1,79.14285714,28.57142857,15.28571429
20101109,New York,Milwaukee,80,107,98.2945,103.6666667,101.1666667,6,3,0.5,101,99,3,0.333333333,84.66666667,29.33333333,16.5,86.245,89.57142857,93,7,2,0.285714286,85,88.33333333,3,0.333333333,79.71428571,28.71428571,14.42857143
20101109,Utah,Miami,116,114,102,102.3333333,103.1666667,6,3,0.5,109.3333333,108.3333333,3,0.666666667,84.16666667,28.5,15.5,116.355,99.57142857,86.42857143,7,5,0.714285714,108.6666667,85.33333333,3,1,79,30.14285714,11.57142857
20101110,Charlotte,Toronto,101,96,75.26355,89.85714286,95.57142857,7,1,0.142857143,93.33333333,96.66666667,3,0,73.71428571,25.42857143,11.42857143,76.05,99.85714286,104.1428571,7,1,0.142857143,98.66666667,96,3,0.333333333,79.14285714,26.42857143,17.57142857
20101110,Dallas,Memphis,106,91,110.817,95.5,91.83333333,6,4,0.666666667,93,91.75,4,0.5,77.5,30.16666667,12.16666667,102.578,105.625,106.25,8,4,0.5,107.3333333,102.3333333,3,0.666666667,86.875,26.5,14.875
20101110,Golden State,New York,122,117,111.669595,104.2857143,102.4285714,7,5,0.714285714,110.25,101.5,4,1,77.71428571,25.71428571,16.14285714,92.08955,100.2857143,102,7,3,0.428571429,101,99,3,0.333333333,83.28571429,28.42857143,15.57142857
20101110,Houston,Washington,91,98,80.5,112,112.6666667,6,1,0.166666667,104.3333333,102.6666667,3,0.333333333,86.66666667,31.16666667,16.33333333,85,97.4,109,5,1,0.2,109,111,2,0.5,84.6,25.6,12
20101110,L.A. Clippers,San Antonio,95,107,72.3,93.75,102,8,1,0.125,91.5,96.5,4,0.25,79.5,29.125,15.875,120,106.6666667,103,6,5,0.833333333,112,109.6666667,3,0.666666667,82.83333333,28.33333333,15.83333333
20101110,Milwaukee,Atlanta,108,91,92.44995,91.75,91.375,8,3,0.375,90.5,86.25,4,0.5,79.125,28.875,14.625,115.859,104,98.375,8,6,0.75,102.3333333,99.33333333,3,0.666666667,79.125,28.875,13.5
20101110,Minnesota,Sacramento,98,89,69.5,96.875,112.5,8,1,0.125,105,105,3,0.333333333,86.25,30.375,22,98.54,104.3333333,107.6666667,6,3,0.5,100.6666667,106.6666667,3,0.333333333,80.33333333,27.5,16.33333333
20101110,New Jersey,Cleveland,95,87,82.6355,91.14285714,97.57142857,7,2,0.285714286,91.8,95.4,5,0.4,77.42857143,28.42857143,14.85714286,104.45,98.71428571,100.5714286,7,4,0.571428571,95.66666667,98,3,0.333333333,78.71428571,26,15.14285714
20101110,Philadelphia,Oklahoma City,103,109,89.4105,101.7142857,101.4285714,7,2,0.285714286,101.25,99.75,4,0.25,84.28571429,28.85714286,12.28571429,97.48,98.66666667,104,6,3,0.5,96,102.3333333,3,0.333333333,78.83333333,27.33333333,15.16666667
20101110,Utah,Orlando,104,94,108.4355,104.2857143,104.7142857,7,4,0.571428571,109.3333333,108.3333333,3,0.666666667,83.57142857,28.57142857,14.71428571,120.251,99.83333333,88.66666667,6,5,0.833333333,109.5,87,4,1,78.33333333,30.16666667,17.33333333
20101111,Boston,Miami,112,107,117.913,97.875,92.625,8,6,0.75,102,97,4,1,78.875,27.5,10.375,109.9195,101.375,90.125,8,5,0.625,110,93,4,0.75,79.125,29.375,12.25
20101111,Golden State,Chicago,90,120,116.669595,106.5,104.25,8,6,0.75,110.25,101.5,4,1,78.625,25.625,15.625,101.7975,102.8333333,102.8333333,6,3,0.5,104.25,100.25,4,0.75,82.33333333,28.83333333,16
20101111,L.A. Lakers,Denver,112,118,140,112.125,99.625,8,8,1,111.8333333,98.5,6,1,79.125,28.125,14.75,97.55625,104,102.375,8,4,0.5,107.3333333,98,3,0.666666667,80.75,25.5,13
20101112,Charlotte,Washington,93,85,80.342195,91.25,95.625,8,2,0.25,93.33333333,96.66666667,3,0,73.75,25.375,11.25,90,97.5,106,6,2,0.333333333,105.3333333,104.3333333,3,0.666666667,84.16666667,27.33333333,12.83333333
20101112,Detroit,L.A. Clippers,113,107,85.026355,92.625,99.625,8,2,0.25,97.25,100.25,4,0.5,73.625,23.375,16,67.3,93.88888889,102.5555556,9,1,0.111111111,91.5,96.5,4,0.25,79.88888889,28.44444444,15.88888889
20101112,Houston,Indiana,102,99,75.5,109,110.5714286,7,1,0.142857143,104.3333333,102.6666667,3,0.333333333,86,31,16,97.46625,103.5,102.8333333,6,3,0.5,111,97.66666667,3,0.666666667,82.5,29,14.33333333
20101112,New York,Minnesota,103,112,87.08955,102.375,104.5,8,3,0.375,105,104.75,4,0.25,83.5,28.75,15.125,77.404,97,109.8888889,9,2,0.222222222,105,105,3,0.333333333,85.77777778,30.33333333,21.66666667
20101112,Philadelphia,Dallas,90,99,84.4105,101.875,102.375,8,2,0.25,101.25,99.75,4,0.25,83.25,28,12.75,115.817,97,91.71428571,7,5,0.714285714,93,91.75,4,0.5,76.85714286,30.28571429,12.28571429
20101112,Portland,Oklahoma City,108,110,111.72,99,94.55555556,9,6,0.666666667,102.25,90.25,4,0.75,77.11111111,26.11111111,15.22222222,102.48,100.1428571,103.8571429,7,4,0.571428571,99.25,102.5,4,0.5,78.42857143,27.14285714,14.14285714
20101112,Sacramento,Phoenix,89,103,90.636,102.1428571,106.2857143,7,3,0.428571429,97.75,104.5,4,0.25,80.57142857,27.71428571,16.28571429,98.322,108.2857143,109.5714286,7,3,0.428571429,113,114.6666667,3,0.333333333,83.57142857,25.85714286,16.71428571
20101112,Toronto,Orlando,110,106,70.971355,99.375,103.75,8,1,0.125,98,97.25,4,0.25,78.5,25.5,17.5,114.06945,99,90.85714286,7,5,0.714285714,106.4,90.4,5,0.8,78.85714286,29.28571429,18
20101112,Utah,Atlanta,90,86,114.61705,104.25,103.375,8,5,0.625,109.3333333,108.3333333,3,0.666666667,83.375,28.5,14.125,108.518095,102.5555556,99.44444444,9,6,0.666666667,99.5,101.5,4,0.5,79,27.88888889,13
20101113,Boston,Memphis,116,110,122.913,99.44444444,94.22222222,9,7,0.777777778,102,97,4,1,79.33333333,27.11111111,10.33333333,97.578,104,106.2222222,9,4,0.444444444,103.25,103.25,4,0.5,85.33333333,26.33333333,14.44444444
20101113,Golden State,Milwaukee,72,79,110.1823855,104.6666667,106,9,6,0.666666667,110.25,101.5,4,1,77.88888889,24.55555556,15.66666667,99.790855,93.55555556,91.33333333,9,4,0.444444444,90.5,86.25,4,0.5,79,29.33333333,14.77777778
20101113,Indiana,Cleveland,99,85,90.269625,102.8571429,102.7142857,7,3,0.428571429,108,98.75,4,0.5,81.71428571,28.42857143,14.57142857,97.26855,97.25,99.875,8,4,0.5,93.5,97.25,4,0.25,78.375,26.375,14.75
20101113,Orlando,New Jersey,91,90,104.7596405,99.875,93.25,8,5,0.625,106.3333333,93.66666667,6,0.666666667,79.125,28.875,17.375,89.81695,91.625,96.25,8,3,0.375,91.8,95.4,5,0.4,77.25,28.875,16.25
20101113,Philadelphia,San Antonio,93,116,79.4105,100.5555556,102,9,2,0.222222222,101.25,99.75,4,0.25,82,27.77777778,13,125,106.7142857,101.8571429,7,6,0.857142857,110.75,106,4,0.75,82.85714286,28.57142857,15.42857143
20101113,Portland,New Orleans,87,107,105.796,99.9,96.1,10,6,0.6,102.25,90.25,4,0.75,76.8,25.6,15,135,98,90.14285714,7,7,1,98.25,90.25,4,1,77.71428571,29.85714286,10.14285714
